win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 341, 0, 1, 1, 724425, 4950, 0.44, 75, 500, 32, 22, 300, 2, 32, 34
0, 432, 1, 2, 3, 892575, 881100, 0.44, 75, 500, 32, 26, 300, 2, 61, 22
0, 523, 4, 5, 5, 1143300, 1087500, 0.44, 75, 500, 32, 34, 300, 2, 49, 41
0, 492, 4, 5, 5, 876600, 395925, 0.44, 75, 500, 32, 33, 300, 2, 21, 28
0, 601, 7, 10, 8, 1198725, 952425, 0.44, 75, 500, 32, 40, 300, 2, 52, 15
0, 561, 4, 5, 5, 1071300, 1060050, 0.44, 75, 500, 32, 39, 300, 2, 66, 20
0, 579, 6, 8, 7, 1311075, 822225, 0.44, 75, 500, 32, 44, 300, 2, 45, 27
1, 622, 8, 11, 11, 1402275, 1441875, 0.44, 75, 500, 32, 48, 300, 2, 25, 27
0, 638, 5, 8, 6, 1367175, 1001700, 0.44, 75, 500, 32, 46, 300, 2, 48, 51
0, 686, 4, 5, 5, 1335975, 738300, 0.44, 75, 500, 32, 51, 300, 2, 44, 35
1, 731, 6, 8, 10, 823350, 1275000, 0.44, 75, 500, 32, 51, 300, 2, 58, 38
0, 767, 9, 15, 10, 1533900, 722100, 0.44, 75, 500, 32, 60, 300, 2, 50, 45
0, 511, 5, 7, 6, 942675, 451650, 0.44, 75, 500, 32, 29, 300, 2, 19, 19
0, 945, 2, 6, 8, 1910850, 1461375, 0.44, 75, 500, 32, 61, 300, 2, 21, 28
0, 823, 2, 3, 5, 1802025, 1558575, 0.44, 75, 500, 32, 66, 300, 2, 68, 42
0, 628, 3, 5, 5, 1065825, 785475, 0.44, 75, 500, 32, 36, 300, 2, 32, 31
0, 577, 3, 6, 4, 1090725, 566250, 0.44, 75, 500, 32, 37, 300, 2, 21, 15
0, 405, 2, 3, 3, 1041975, 788325, 0.44, 75, 500, 32, 27, 300, 2, 38, 45
0, 447, 1, 2, 3, 765675, 642750, 0.44, 75, 500, 32, 22, 300, 2, 61, 48
0, 591, 1, 2, 3, 782850, 695250, 0.44, 75, 500, 32, 40, 300, 2, 33, 44
0, 1169, 5, 6, 6, 2408250, 2106600, 0.44, 75, 500, 32, 88, 300, 2, 41, 25
0, 1304, 7, 17, 17, 2212575, 1708350, 0.44, 75, 500, 32, 93, 300, 2, 38, 32
0, 592, 2, 3, 3, 1182900, 1167750, 0.44, 75, 500, 32, 40, 300, 2, 33, 40
0, 787, 4, 6, 9, 1426050, 952350, 0.44, 75, 500, 32, 47, 300, 2, 25, 28
0, 472, 2, 3, 3, 826500, 807075, 0.44, 75, 500, 32, 25, 300, 2, 61, 35
0, 1542, 12, 19, 19, 2868150, 2171400, 0.44, 75, 500, 32, 115, 300, 2, 55, 43
0, 913, 5, 10, 10, 1468500, 1041000, 0.44, 75, 500, 32, 62, 300, 2, 43, 53
0, 1551, 6, 12, 14, 2468325, 1960050, 0.44, 75, 500, 32, 111, 300, 2, 26, 23
0, 1192, 9, 11, 10, 1908000, 1459275, 0.44, 75, 500, 32, 83, 300, 2, 56, 18
0, 1745, 9, 22, 16, 2784075, 2175675, 0.44, 75, 500, 32, 119, 300, 2, 61, 53
0, 1423, 1, 2, 12, 2082450, 1779750, 0.44, 75, 500, 32, 117, 300, 2, 35, 33
0, 1276, 7, 14, 12, 2309325, 1562775, 0.44, 75, 500, 32, 94, 300, 2, 30, 17
0, 1786, 13, 21, 19, 3822375, 3143700, 0.44, 75, 500, 32, 133, 300, 2, 62, 28
0, 463, 1, 2, 2, 909000, 846825, 0.44, 75, 500, 32, 26, 300, 2, 17, 31
0, 631, 1, 2, 2, 798750, 373725, 0.44, 75, 500, 32, 41, 300, 2, 66, 32
0, 553, 3, 4, 4, 993600, 789825, 0.44, 75, 500, 32, 34, 300, 2, 37, 48
0, 750, 3, 5, 4, 904050, 443025, 0.44, 75, 500, 32, 46, 300, 2, 50, 36
1, 557, 5, 6, 7, 1028175, 1233600, 0.44, 75, 500, 32, 37, 300, 2, 46, 24
0, 815, 4, 5, 6, 1347450, 942750, 0.44, 75, 500, 32, 56, 300, 2, 33, 52
0, 1464, 6, 12, 24, 2514750, 2035650, 0.44, 75, 500, 32, 106, 300, 2, 36, 42
0, 1449, 5, 13, 11, 2472450, 1860000, 0.44, 75, 500, 32, 111, 300, 2, 59, 48
0, 2129, 5, 17, 12, 3541800, 2695950, 0.44, 75, 500, 32, 160, 300, 2, 48, 47
0, 587, 1, 2, 5, 1114275, 943650, 0.44, 75, 500, 32, 42, 300, 2, 56, 50
0, 2166, 11, 22, 22, 3177600, 2457675, 0.44, 75, 500, 32, 166, 300, 2, 28, 16
0, 1640, 5, 19, 14, 2520300, 2049675, 0.44, 75, 500, 32, 114, 300, 2, 39, 21
0, 774, 5, 6, 6, 1680975, 1123950, 0.44, 75, 500, 32, 51, 300, 2, 68, 13
0, 1749, 6, 17, 17, 2495925, 1947225, 0.44, 75, 500, 32, 118, 300, 2, 42, 47
0, 799, 3, 6, 6, 1392225, 933825, 0.44, 75, 500, 32, 57, 300, 2, 54, 37
0, 527, 6, 7, 7, 1331925, 817275, 0.44, 75, 500, 32, 39, 300, 2, 55, 37
1, 1304, 3, 9, 12, 1747125, 2060025, 0.44, 75, 500, 32, 87, 300, 2, 19, 40
0, 1306, 4, 11, 10, 2106525, 1635075, 0.44, 75, 500, 32, 93, 300, 2, 57, 52
0, 1422, 4, 9, 15, 2101050, 1730325, 0.44, 75, 500, 32, 102, 300, 2, 23, 48
0, 1589, 9, 19, 14, 2817975, 2200950, 0.44, 75, 500, 32, 118, 300, 2, 54, 51
0, 1322, 4, 15, 13, 2244975, 1671300, 0.44, 75, 500, 32, 94, 300, 2, 31, 31
0, 2929, 22, 29, 29, 5416200, 4445775, 0.44, 75, 500, 32, 235, 300, 2, 64, 37
0, 1222, 9, 18, 13, 2112600, 1578300, 0.44, 75, 500, 32, 83, 300, 2, 48, 13
0, 1375, 5, 15, 8, 1964175, 1322100, 0.44, 75, 500, 32, 96, 300, 2, 48, 24
0, 357, 2, 3, 3, 865350, 450975, 0.44, 75, 500, 32, 20, 300, 2, 45, 49
0, 1780, 12, 13, 13, 3871200, 3829950, 0.44, 75, 500, 32, 138, 300, 2, 66, 19
0, 1682, 5, 18, 16, 2595150, 1937025, 0.44, 75, 500, 32, 117, 300, 2, 52, 50
0, 1742, 9, 19, 17, 2341350, 1641075, 0.44, 75, 500, 32, 111, 300, 2, 45, 24
0, 1521, 8, 16, 12, 2777025, 2344275, 0.44, 75, 500, 32, 112, 300, 2, 40, 21
0, 1158, 4, 5, 10, 2000250, 1696350, 0.44, 75, 500, 32, 74, 300, 2, 21, 39
0, 1852, 8, 15, 17, 2749350, 2025750, 0.44, 75, 500, 32, 133, 300, 2, 53, 44
0, 691, 4, 7, 7, 1455975, 1154700, 0.44, 75, 500, 32, 48, 300, 2, 35, 34
0, 824, 7, 10, 9, 1852500, 1573275, 0.44, 75, 500, 32, 54, 300, 2, 41, 19
0, 1683, 4, 11, 11, 2812200, 2446725, 0.44, 75, 500, 32, 117, 300, 2, 37, 27
0, 466, 3, 4, 4, 952800, 264900, 0.44, 75, 500, 32, 32, 300, 2, 26, 28
0, 2514, 5, 16, 20, 3452325, 2718225, 0.44, 75, 500, 32, 183, 300, 2, 68, 52
0, 348, 5, 6, 6, 859875, 242700, 0.44, 75, 500, 32, 18, 300, 2, 63, 17
0, 1336, 7, 14, 19, 2151675, 1836225, 0.44, 75, 500, 32, 94, 300, 2, 47, 44
0, 469, 1, 2, 3, 979350, 930825, 0.44, 75, 500, 32, 30, 300, 2, 15, 41
0, 2159, 15, 16, 16, 4681800, 4464825, 0.44, 75, 500, 32, 161, 300, 2, 59, 32
0, 1905, 6, 15, 19, 2610675, 2194725, 0.44, 75, 500, 32, 123, 300, 2, 28, 37
1, 1086, 7, 9, 10, 2393925, 2690925, 0.44, 75, 500, 32, 92, 300, 2, 33, 21
0, 1245, 4, 13, 13, 1935225, 1418775, 0.44, 75, 500, 32, 78, 300, 2, 33, 31
0, 1902, 14, 23, 18, 3588000, 2861025, 0.44, 75, 500, 32, 139, 300, 2, 57, 12
0, 2955, 5, 17, 23, 4655775, 3709725, 0.44, 75, 500, 32, 216, 300, 2, 25, 49
0, 2291, 5, 17, 23, 3256275, 2786625, 0.44, 75, 500, 32, 162, 300, 2, 58, 50
1, 1045, 6, 7, 12, 1561800, 1750650, 0.44, 75, 500, 32, 79, 300, 2, 47, 48
