win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 357, 1, 2, 2, 775725, 601650, 0.48, 75, 500, 32, 21, 300, 10, 22, 26
0, 430, 2, 3, 3, 917475, 475125, 0.48, 75, 500, 32, 28, 300, 10, 14, 16
0, 569, 3, 4, 5, 959625, 827250, 0.48, 75, 500, 32, 38, 300, 10, 81, 67
0, 378, 3, 4, 4, 793875, 174600, 0.48, 75, 500, 32, 26, 300, 10, 5, 5
0, 591, 3, 6, 4, 1088475, 517575, 0.48, 75, 500, 32, 42, 300, 10, 38, 48
0, 434, 2, 3, 3, 944325, 508950, 0.48, 75, 500, 32, 31, 300, 10, 39, 30
0, 421, 2, 3, 3, 826500, 510450, 0.48, 75, 500, 32, 31, 300, 10, 20, 14
0, 712, 9, 11, 12, 1060050, 710925, 0.48, 75, 500, 32, 46, 300, 10, 55, 42
0, 465, 5, 6, 6, 963675, 461475, 0.48, 75, 500, 32, 33, 300, 10, 8, 11
0, 505, 5, 6, 6, 1082850, 707175, 0.48, 75, 500, 32, 36, 300, 10, 8, 8
0, 676, 4, 9, 5, 1281150, 811050, 0.48, 75, 500, 32, 51, 300, 10, 35, 23
0, 844, 4, 5, 6, 1899525, 1892100, 0.48, 75, 500, 32, 69, 300, 10, 17, 10
0, 779, 6, 8, 7, 1288875, 454500, 0.48, 75, 500, 32, 58, 300, 10, 19, 24
0, 879, 5, 8, 7, 1232025, 808950, 0.48, 75, 500, 32, 65, 300, 10, 40, 39
0, 1220, 8, 16, 13, 1985175, 1373250, 0.48, 75, 500, 32, 85, 300, 10, 59, 70
0, 499, 3, 4, 4, 1118175, 934350, 0.48, 75, 500, 32, 36, 300, 10, 26, 31
0, 1019, 5, 10, 7, 1523100, 1166025, 0.48, 75, 500, 32, 83, 300, 10, 70, 61
0, 514, 3, 5, 4, 1816200, 994200, 0.48, 75, 500, 32, 38, 300, 10, 38, 31
0, 460, 1, 3, 4, 973200, 826650, 0.48, 75, 500, 32, 35, 300, 10, 19, 22
0, 1111, 7, 11, 11, 1914975, 1417875, 0.48, 75, 500, 32, 88, 300, 10, 29, 32
0, 1372, 5, 14, 11, 1953975, 1323150, 0.48, 75, 500, 32, 103, 300, 10, 76, 75
0, 672, 4, 5, 5, 1323450, 312525, 0.48, 75, 500, 32, 58, 300, 10, 10, 10
0, 1432, 2, 9, 8, 1981275, 1596150, 0.48, 75, 500, 32, 108, 300, 10, 38, 30
0, 624, 4, 6, 5, 900525, 600450, 0.48, 75, 500, 32, 38, 300, 10, 42, 44
0, 472, 1, 2, 2, 1014750, 720675, 0.48, 75, 500, 32, 33, 300, 10, 12, 9
0, 1759, 5, 10, 17, 2385600, 1797750, 0.48, 75, 500, 32, 126, 300, 10, 44, 40
1, 1661, 4, 11, 15, 2297775, 2512575, 0.48, 75, 500, 32, 132, 300, 10, 60, 62
0, 1451, 6, 8, 14, 1940400, 1519875, 0.48, 75, 500, 32, 107, 300, 10, 52, 50
0, 931, 4, 8, 6, 1243575, 754725, 0.48, 75, 500, 32, 64, 300, 10, 44, 47
0, 983, 3, 6, 7, 1382775, 1004175, 0.48, 75, 500, 32, 71, 300, 10, 34, 23
0, 377, 1, 2, 2, 761775, 608250, 0.48, 75, 500, 32, 26, 300, 10, 44, 47
0, 1071, 7, 17, 12, 1856400, 1357875, 0.48, 75, 500, 32, 78, 300, 10, 9, 4
0, 2325, 8, 25, 24, 3295350, 2703075, 0.48, 75, 500, 32, 182, 300, 10, 36, 36
0, 2415, 8, 20, 16, 2991750, 2526375, 0.48, 75, 500, 32, 177, 300, 10, 46, 51
0, 1416, 9, 13, 14, 2138775, 1686975, 0.48, 75, 500, 32, 105, 300, 10, 8, 8
0, 2233, 9, 13, 20, 3652650, 3283050, 0.48, 75, 500, 32, 196, 300, 10, 36, 34
0, 951, 5, 6, 6, 2152875, 1646100, 0.48, 75, 500, 32, 73, 300, 10, 50, 41
0, 2286, 5, 17, 16, 3127725, 2431350, 0.48, 75, 500, 32, 182, 300, 10, 69, 76
0, 1800, 3, 12, 10, 2497575, 2030250, 0.48, 75, 500, 32, 140, 300, 10, 55, 50
0, 2889, 8, 28, 22, 4019175, 3291300, 0.48, 75, 500, 32, 229, 300, 10, 32, 35
0, 614, 6, 7, 7, 1398600, 1003500, 0.48, 75, 500, 32, 51, 300, 10, 4, 8
0, 2058, 7, 22, 17, 3415275, 2651700, 0.48, 75, 500, 32, 181, 300, 10, 19, 15
0, 1744, 8, 14, 15, 2590350, 2119200, 0.48, 75, 500, 32, 140, 300, 10, 37, 29
1, 2307, 6, 20, 18, 3392850, 3681600, 0.48, 75, 500, 32, 189, 300, 10, 49, 30
0, 1681, 3, 11, 11, 2658600, 2040225, 0.48, 75, 500, 32, 139, 300, 10, 74, 50
1, 1949, 4, 16, 19, 2583300, 2617950, 0.48, 75, 500, 32, 152, 300, 10, 14, 11
1, 2686, 9, 24, 30, 3676725, 3811050, 0.48, 75, 500, 32, 220, 300, 10, 31, 29
0, 1724, 2, 11, 14, 2781750, 2460075, 0.48, 75, 500, 32, 139, 300, 10, 61, 60
0, 1275, 6, 9, 8, 2515725, 2147550, 0.48, 75, 500, 32, 103, 300, 10, 43, 39
0, 915, 4, 6, 9, 1552050, 1182675, 0.48, 75, 500, 32, 69, 300, 10, 12, 14
0, 577, 5, 6, 6, 1242000, 1001025, 0.48, 75, 500, 32, 44, 300, 10, 45, 37
0, 1295, 7, 16, 13, 1932225, 1234800, 0.48, 75, 500, 32, 103, 300, 10, 7, 8
1, 2418, 8, 15, 18, 3432450, 3547200, 0.48, 75, 500, 32, 197, 300, 10, 34, 39
0, 978, 5, 9, 7, 1707675, 1082700, 0.48, 75, 500, 32, 70, 300, 10, 63, 55
0, 524, 2, 3, 3, 938250, 663750, 0.48, 75, 500, 32, 36, 300, 10, 70, 57
1, 1781, 7, 21, 18, 2533275, 2578875, 0.48, 75, 500, 32, 143, 300, 10, 13, 12
0, 952, 5, 8, 8, 1640475, 1286100, 0.48, 75, 500, 32, 69, 300, 10, 32, 37
1, 2326, 5, 19, 17, 2633550, 3064275, 0.48, 75, 500, 32, 174, 300, 10, 11, 10
0, 1361, 5, 10, 11, 2482200, 1755450, 0.48, 75, 500, 32, 113, 300, 10, 29, 23
0, 978, 4, 5, 5, 2120325, 303825, 0.48, 75, 500, 32, 78, 300, 10, 16, 21
0, 587, 1, 2, 6, 1096650, 1050450, 0.48, 75, 500, 32, 47, 300, 10, 51, 31
1, 1983, 5, 15, 17, 2779500, 3081675, 0.48, 75, 500, 32, 163, 300, 10, 48, 47
0, 4022, 5, 20, 25, 5004075, 4501500, 0.48, 75, 500, 32, 324, 300, 10, 69, 62
0, 1780, 7, 13, 19, 2959500, 2537250, 0.48, 75, 500, 32, 139, 300, 10, 43, 39
0, 619, 3, 4, 4, 1217100, 1198725, 0.48, 75, 500, 32, 47, 300, 10, 58, 50
1, 3716, 5, 23, 26, 4799400, 5181900, 0.48, 75, 500, 32, 306, 300, 10, 56, 56
0, 2069, 9, 20, 19, 3227775, 2763600, 0.48, 75, 500, 32, 169, 300, 10, 35, 22
0, 1205, 10, 13, 11, 2955150, 2503725, 0.48, 75, 500, 32, 101, 300, 10, 50, 40
0, 815, 5, 7, 7, 1567725, 1356000, 0.48, 75, 500, 32, 60, 300, 10, 57, 51
0, 2817, 5, 23, 26, 3845850, 3200625, 0.48, 75, 500, 32, 224, 300, 10, 10, 8
0, 1309, 2, 6, 10, 1991550, 1634625, 0.48, 75, 500, 32, 102, 300, 10, 62, 49
0, 1741, 7, 13, 11, 3003675, 2673675, 0.48, 75, 500, 32, 146, 300, 10, 76, 46
0, 1637, 7, 13, 10, 2988600, 2283900, 0.48, 75, 500, 32, 137, 300, 10, 42, 37
0, 4715, 6, 31, 44, 6419925, 5698275, 0.48, 75, 500, 32, 393, 300, 10, 39, 46
0, 1120, 6, 13, 18, 1847100, 1434900, 0.48, 75, 500, 32, 93, 300, 10, 50, 53
0, 1063, 6, 9, 8, 2155575, 1785975, 0.48, 75, 500, 32, 91, 300, 10, 36, 35
0, 3391, 5, 23, 30, 4653075, 4083000, 0.48, 75, 500, 32, 278, 300, 10, 39, 39
0, 1672, 8, 16, 16, 2430525, 1806375, 0.48, 75, 500, 32, 124, 300, 10, 55, 58
0, 3334, 6, 34, 20, 4390050, 3655050, 0.48, 75, 500, 32, 260, 300, 10, 72, 47
0, 1069, 4, 11, 9, 1719975, 1363200, 0.48, 75, 500, 32, 86, 300, 10, 59, 71
0, 885, 4, 5, 7, 1712100, 1601850, 0.48, 75, 500, 32, 68, 300, 10, 67, 46
