win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 326, 2, 3, 3, 774750, 266175, 0.4, 75, 500, 32, 24, 300, 16, 29, 17
0, 430, 3, 4, 4, 907500, 97275, 0.4, 75, 500, 32, 42, 300, 16, 23, 16
0, 479, 0, 1, 1, 808800, 2775, 0.4, 75, 500, 32, 41, 300, 16, 22, 15
0, 579, 3, 4, 4, 1223550, 554550, 0.4, 75, 500, 32, 56, 300, 16, 11, 5
0, 770, 2, 5, 3, 1445550, 573150, 0.4, 75, 500, 32, 66, 300, 16, 74, 56
0, 734, 5, 8, 6, 1283250, 726825, 0.4, 75, 500, 32, 63, 300, 16, 80, 60
0, 894, 5, 12, 6, 1588800, 703425, 0.4, 75, 500, 32, 76, 300, 16, 21, 14
0, 848, 2, 10, 5, 1475475, 924750, 0.4, 75, 500, 32, 78, 300, 16, 49, 34
0, 980, 7, 14, 8, 1848975, 986700, 0.4, 75, 500, 32, 79, 300, 16, 52, 31
0, 705, 3, 4, 4, 1216500, 456750, 0.4, 75, 500, 32, 50, 300, 16, 75, 45
0, 1024, 5, 13, 13, 1826775, 1129200, 0.4, 75, 500, 32, 92, 300, 16, 16, 10
0, 1486, 6, 20, 15, 2249775, 1411725, 0.4, 75, 500, 32, 110, 300, 16, 66, 54
0, 1311, 5, 14, 11, 2174550, 1507050, 0.4, 75, 500, 32, 114, 300, 16, 73, 50
0, 993, 6, 13, 9, 1738575, 1232250, 0.4, 75, 500, 32, 72, 300, 16, 51, 31
0, 508, 2, 4, 3, 781200, 438375, 0.4, 75, 500, 32, 33, 300, 16, 69, 51
0, 1364, 4, 7, 12, 2361300, 1483200, 0.4, 75, 500, 32, 119, 300, 16, 26, 21
0, 767, 5, 12, 6, 1457175, 658350, 0.4, 75, 500, 32, 47, 300, 16, 27, 22
0, 1504, 8, 17, 16, 2512125, 1896375, 0.4, 75, 500, 32, 128, 300, 16, 39, 29
0, 698, 4, 5, 5, 1770900, 1347675, 0.4, 75, 500, 32, 52, 300, 16, 28, 24
0, 866, 1, 2, 3, 2095350, 1839300, 0.4, 75, 500, 32, 74, 300, 16, 81, 52
0, 1547, 6, 17, 13, 2797200, 1981650, 0.4, 75, 500, 32, 138, 300, 16, 77, 64
0, 1646, 12, 20, 15, 3287175, 2351850, 0.4, 75, 500, 32, 147, 300, 16, 41, 23
0, 1746, 4, 14, 12, 2903850, 1823850, 0.4, 75, 500, 32, 143, 300, 16, 26, 15
0, 1740, 3, 10, 10, 2553900, 1858950, 0.4, 75, 500, 32, 146, 300, 16, 69, 37
0, 1844, 6, 15, 11, 3218325, 2245275, 0.4, 75, 500, 32, 148, 300, 16, 16, 7
0, 1587, 4, 15, 15, 2669325, 1855275, 0.4, 75, 500, 32, 126, 300, 16, 22, 21
0, 787, 6, 8, 8, 1556475, 1217850, 0.4, 75, 500, 32, 54, 300, 16, 6, 6
0, 2012, 4, 19, 15, 3294975, 2595450, 0.4, 75, 500, 32, 160, 300, 16, 15, 11
0, 752, 4, 9, 5, 1307925, 893925, 0.4, 75, 500, 32, 53, 300, 16, 60, 39
