win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
1, 466, 3, 4, 5, 670425, 829200, 0.48, 75, 500, 32, 28, 300, 2, 22, 26
1, 495, 4, 5, 6, 813375, 1323525, 0.48, 75, 500, 32, 37, 300, 2, 11, 6
0, 550, 1, 2, 2, 1042425, 992250, 0.48, 75, 500, 32, 36, 300, 2, 76, 64
0, 498, 3, 4, 5, 980100, 733650, 0.48, 75, 500, 32, 36, 300, 2, 56, 57
0, 649, 3, 4, 4, 1658850, 1634325, 0.48, 75, 500, 32, 55, 300, 2, 31, 28
0, 769, 4, 7, 7, 1521075, 1183125, 0.48, 75, 500, 32, 62, 300, 2, 57, 44
0, 870, 4, 6, 6, 1454400, 1376475, 0.48, 75, 500, 32, 60, 300, 2, 7, 3
0, 944, 5, 12, 9, 1647450, 1169925, 0.48, 75, 500, 32, 74, 300, 2, 56, 48
1, 941, 9, 14, 12, 1664475, 1784175, 0.48, 75, 500, 32, 76, 300, 2, 51, 49
0, 975, 1, 2, 4, 1685175, 1520475, 0.48, 75, 500, 32, 78, 300, 2, 68, 62
0, 1021, 5, 11, 12, 1695975, 1248825, 0.48, 75, 500, 32, 74, 300, 2, 20, 23
1, 1016, 7, 9, 11, 2006475, 2150100, 0.48, 75, 500, 32, 81, 300, 2, 29, 25
0, 494, 2, 3, 3, 1003350, 425775, 0.48, 75, 500, 32, 33, 300, 2, 36, 43
0, 875, 5, 6, 8, 1752075, 1581000, 0.48, 75, 500, 32, 67, 300, 2, 40, 48
0, 651, 3, 4, 4, 1426350, 269625, 0.48, 75, 500, 32, 49, 300, 2, 44, 53
0, 1358, 3, 11, 12, 2154450, 1830150, 0.48, 75, 500, 32, 100, 300, 2, 59, 63
0, 1521, 11, 23, 20, 2131950, 1461450, 0.48, 75, 500, 32, 112, 300, 2, 47, 49
1, 732, 8, 13, 16, 1112850, 1360200, 0.48, 75, 500, 32, 52, 300, 2, 66, 71
0, 1008, 5, 7, 9, 1854000, 1653900, 0.48, 75, 500, 32, 78, 300, 2, 37, 43
0, 502, 2, 3, 3, 1069275, 608400, 0.48, 75, 500, 32, 32, 300, 2, 12, 7
0, 1735, 3, 10, 9, 2580300, 2040300, 0.48, 75, 500, 32, 135, 300, 2, 24, 20
0, 1936, 5, 15, 16, 2915100, 2388825, 0.48, 75, 500, 32, 144, 300, 2, 26, 33
0, 988, 8, 10, 13, 1596375, 1123275, 0.48, 75, 500, 32, 74, 300, 2, 59, 65
1, 1822, 7, 14, 12, 2169075, 2512575, 0.48, 75, 500, 32, 141, 300, 2, 50, 51
0, 402, 3, 4, 4, 869175, 757425, 0.48, 75, 500, 32, 28, 300, 2, 35, 32
1, 988, 4, 6, 9, 1179300, 1662900, 0.48, 75, 500, 32, 70, 300, 2, 26, 27
0, 672, 3, 4, 4, 1454475, 1220325, 0.48, 75, 500, 32, 55, 300, 2, 37, 35
0, 2045, 6, 17, 18, 3385650, 2826375, 0.48, 75, 500, 32, 164, 300, 2, 12, 11
1, 1095, 3, 4, 8, 1770000, 1905150, 0.48, 75, 500, 32, 80, 300, 2, 8, 12
0, 455, 7, 8, 8, 874425, 490500, 0.48, 75, 500, 32, 30, 300, 2, 24, 31
0, 1655, 3, 12, 7, 2651175, 2097675, 0.48, 75, 500, 32, 127, 300, 2, 90, 59
