win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 2371, 5, 18, 18, 4790025, 2728875, 0.4, 75, 500, 32, 192, 300, 2, 45, 30
0, 3431, 6, 37, 22, 5326650, 3383325, 0.4, 75, 500, 32, 284, 300, 2, 45, 30
0, 3522, 8, 34, 19, 5340000, 3230250, 0.4, 75, 500, 32, 290, 300, 2, 45, 30
0, 3503, 1, 26, 18, 5436300, 3624300, 0.4, 75, 500, 32, 294, 300, 2, 45, 30
0, 3905, 6, 46, 31, 5967600, 4153500, 0.4, 75, 500, 32, 308, 300, 2, 45, 30
0, 3571, 6, 30, 24, 5595300, 3743100, 0.4, 75, 500, 32, 297, 300, 2, 45, 30
0, 3889, 8, 43, 22, 5601600, 3613125, 0.4, 75, 500, 32, 301, 300, 2, 45, 30
0, 4129, 4, 28, 22, 6152550, 4261350, 0.4, 75, 500, 32, 325, 300, 2, 45, 30
0, 4128, 5, 32, 29, 5916975, 3960600, 0.4, 75, 500, 32, 326, 300, 2, 45, 30
0, 3851, 9, 41, 31, 6126900, 4317825, 0.4, 75, 500, 32, 330, 300, 2, 45, 30
0, 4007, 3, 32, 23, 6127050, 4212900, 0.4, 75, 500, 32, 323, 300, 2, 45, 30
0, 3994, 6, 36, 34, 5784675, 3975825, 0.4, 75, 500, 32, 322, 300, 2, 45, 30
0, 4162, 5, 29, 24, 6133200, 4199325, 0.4, 75, 500, 32, 348, 300, 2, 45, 30
0, 4098, 3, 41, 23, 6259500, 4444200, 0.4, 75, 500, 32, 349, 300, 2, 45, 30
0, 4391, 5, 38, 34, 6255300, 4260150, 0.4, 75, 500, 32, 347, 300, 2, 45, 30
0, 4622, 3, 42, 28, 6863175, 4902300, 0.4, 75, 500, 32, 362, 300, 2, 45, 30
0, 4660, 8, 34, 26, 6908700, 5053050, 0.4, 75, 500, 32, 365, 300, 2, 45, 30
0, 4164, 5, 30, 26, 6560250, 4746450, 0.4, 75, 500, 32, 363, 300, 2, 45, 30
0, 4197, 1, 32, 29, 6070425, 4243500, 0.4, 75, 500, 32, 352, 300, 2, 45, 30
0, 4342, 3, 29, 26, 6789525, 4960425, 0.4, 75, 500, 32, 359, 300, 2, 45, 30
0, 4622, 7, 35, 34, 6669225, 4714725, 0.4, 75, 500, 32, 389, 300, 2, 45, 30
0, 4430, 4, 33, 24, 6999900, 5035875, 0.4, 75, 500, 32, 378, 300, 2, 45, 30
0, 5329, 4, 47, 39, 7687125, 5881875, 0.4, 75, 500, 32, 426, 300, 2, 45, 30
0, 5383, 1, 41, 37, 7693950, 5828100, 0.4, 75, 500, 32, 458, 300, 2, 45, 30
0, 3311, 2, 19, 15, 5258700, 3272400, 0.4, 75, 500, 32, 278, 300, 2, 45, 30
0, 2734, 4, 23, 19, 4724250, 2879250, 0.4, 75, 500, 32, 214, 300, 2, 45, 30
0, 3412, 6, 39, 21, 5734125, 3798150, 0.4, 75, 500, 32, 287, 300, 2, 45, 30
0, 3801, 1, 24, 20, 5648100, 3827700, 0.4, 75, 500, 32, 294, 300, 2, 45, 30
0, 3452, 6, 30, 23, 5403075, 3572850, 0.4, 75, 500, 32, 272, 300, 2, 45, 30
0, 3549, 4, 25, 26, 5406600, 3505575, 0.4, 75, 500, 32, 286, 300, 2, 45, 30
0, 4076, 4, 38, 22, 6169200, 4192800, 0.4, 75, 500, 32, 321, 300, 2, 45, 30
