win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 35250, 259, 344, 437, 47200805, 45942042, 0.48, 75, 500, 23, 1489, 18750, 20, 25, 52
0, 35250, 264, 376, 392, 47277637, 46815995, 0.48, 75, 500, 23, 1503, 18750, 20, 28, 27
0, 35250, 232, 380, 292, 48321533, 46565626, 0.48, 75, 500, 23, 1508, 18750, 20, 60, 18
0, 35250, 248, 399, 338, 46809819, 45547678, 0.48, 75, 500, 23, 1522, 18750, 20, 60, 45
0, 35250, 247, 323, 400, 47423102, 45550485, 0.48, 75, 500, 23, 1527, 18750, 20, 23, 59
0, 35250, 264, 400, 367, 46183220, 45528650, 0.48, 75, 500, 23, 1541, 18750, 20, 58, 40
0, 35250, 254, 392, 384, 46477414, 45764213, 0.48, 75, 500, 23, 1545, 18750, 20, 33, 27
0, 35250, 245, 381, 380, 47486604, 45962347, 0.48, 75, 500, 23, 1552, 18750, 20, 39, 37
0, 35250, 234, 393, 325, 47840237, 46895934, 0.48, 75, 500, 23, 1558, 18750, 20, 37, 22
0, 35250, 229, 398, 312, 47874440, 46584990, 0.48, 75, 500, 23, 1560, 18750, 20, 39, 19
0, 35250, 266, 438, 350, 47058801, 45799595, 0.48, 75, 500, 23, 1564, 18750, 20, 52, 27
0, 35250, 246, 393, 347, 46819781, 46346006, 0.48, 75, 500, 23, 1568, 18750, 20, 49, 26
0, 35250, 271, 368, 433, 48596205, 47493453, 0.48, 75, 500, 23, 1579, 18750, 20, 28, 54
0, 35250, 253, 380, 356, 46933356, 46023596, 0.48, 75, 500, 23, 1594, 18750, 20, 51, 39
0, 35250, 256, 381, 357, 49535121, 47104099, 0.48, 75, 500, 23, 1619, 18750, 20, 47, 40
1, 24348, 268, 302, 306, 37446377, 37892408, 0.48, 75, 500, 23, 956, 18750, 20, 53, 55
1, 22173, 254, 270, 273, 35673998, 35835389, 0.48, 75, 500, 23, 930, 18750, 20, 30, 30
1, 24968, 269, 301, 314, 37196274, 37352174, 0.48, 75, 500, 23, 1093, 18750, 20, 35, 45
0, 35250, 265, 409, 392, 47119893, 45982975, 0.48, 75, 500, 23, 1414, 18750, 20, 36, 28
0, 35250, 234, 384, 326, 47466205, 45773166, 0.48, 75, 500, 23, 1443, 18750, 20, 22, 16
0, 32593, 252, 356, 362, 45049887, 43579460, 0.48, 75, 500, 23, 1432, 18750, 20, 16, 17
0, 35250, 240, 382, 334, 48326569, 47457208, 0.48, 75, 500, 23, 1446, 18750, 20, 68, 39
0, 35250, 240, 335, 425, 47770491, 46359783, 0.48, 75, 500, 23, 1451, 18750, 20, 26, 53
0, 35250, 220, 341, 350, 47096937, 46054308, 0.48, 75, 500, 23, 1419, 18750, 20, 41, 40
0, 35250, 242, 385, 319, 48068782, 46866669, 0.48, 75, 500, 23, 1516, 18750, 20, 30, 16
0, 35250, 237, 367, 366, 46802707, 45287000, 0.48, 75, 500, 23, 1545, 18750, 20, 35, 32
0, 35250, 261, 393, 369, 48180301, 46130991, 0.48, 75, 500, 23, 1592, 18750, 20, 57, 42
0, 35250, 278, 417, 404, 48690671, 47081543, 0.48, 75, 500, 23, 1526, 18750, 20, 51, 52
0, 35250, 259, 384, 396, 46788245, 45982092, 0.48, 75, 500, 23, 1565, 18750, 20, 40, 38
