win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
1, 618, 5, 6, 9, 1062600, 1203075, 0.48, 75, 500, 32, 41, 300, 2, 25, 28
1, 627, 4, 5, 7, 1329975, 1433025, 0.48, 75, 500, 32, 50, 300, 2, 30, 25
1, 755, 6, 10, 8, 1151100, 1397550, 0.48, 75, 500, 32, 50, 300, 2, 56, 43
1, 715, 2, 6, 5, 1177800, 1272300, 0.48, 75, 500, 32, 54, 300, 2, 42, 37
1, 869, 3, 4, 6, 1280475, 1536525, 0.48, 75, 500, 32, 66, 300, 2, 57, 66
1, 896, 3, 5, 9, 1233075, 1473975, 0.48, 75, 500, 32, 67, 300, 2, 53, 61
1, 1094, 2, 4, 10, 959250, 1710975, 0.48, 75, 500, 32, 79, 300, 2, 5, 7
1, 1069, 6, 10, 9, 1695450, 2053725, 0.48, 75, 500, 32, 91, 300, 2, 34, 31
1, 1293, 2, 10, 9, 1978650, 2130300, 0.48, 75, 500, 32, 109, 300, 2, 33, 22
1, 660, 2, 3, 5, 947775, 1230600, 0.48, 75, 500, 32, 50, 300, 2, 51, 46
0, 1634, 3, 9, 4, 2446650, 568350, 0.48, 75, 500, 32, 138, 300, 2, 48, 36
1, 1429, 11, 15, 17, 2476725, 2602350, 0.48, 75, 500, 32, 116, 300, 2, 46, 40
1, 2324, 3, 24, 26, 3207675, 3278250, 0.48, 75, 500, 32, 184, 300, 2, 68, 63
1, 1557, 8, 14, 13, 2229375, 2449200, 0.48, 75, 500, 32, 120, 300, 2, 64, 56
1, 1525, 5, 12, 15, 1969575, 2377950, 0.48, 75, 500, 32, 109, 300, 2, 25, 18
1, 3738, 4, 23, 23, 5006250, 5150850, 0.48, 75, 500, 32, 282, 300, 2, 32, 31
0, 7238, 5, 44, 56, 9365025, 7395450, 0.48, 75, 500, 32, 633, 300, 2, 20, 20
0, 7800, 5, 50, 55, 9803850, 9217275, 0.48, 75, 500, 32, 674, 300, 2, 69, 65
0, 7800, 7, 60, 57, 10365525, 9110025, 0.48, 75, 500, 32, 680, 300, 2, 34, 34
0, 7800, 4, 48, 54, 9800625, 9176925, 0.48, 75, 500, 32, 680, 300, 2, 23, 24
0, 7800, 4, 56, 58, 10305450, 9383850, 0.48, 75, 500, 32, 684, 300, 2, 54, 53
0, 7800, 2, 47, 58, 9878100, 9574575, 0.48, 75, 500, 32, 689, 300, 2, 61, 56
0, 7800, 10, 76, 45, 10515450, 9833325, 0.48, 75, 500, 32, 695, 300, 2, 36, 23
0, 7800, 5, 46, 55, 10316925, 8913600, 0.48, 75, 500, 32, 696, 300, 2, 72, 76
0, 7800, 6, 58, 69, 10168650, 9470850, 0.48, 75, 500, 32, 699, 300, 2, 67, 68
0, 7800, 2, 31, 69, 9946575, 9261825, 0.48, 75, 500, 32, 697, 300, 2, 6, 13
0, 7800, 0, 43, 52, 9688425, 9175125, 0.48, 75, 500, 32, 697, 300, 2, 23, 25
0, 7800, 10, 63, 59, 10508325, 9226125, 0.48, 75, 500, 32, 701, 300, 2, 21, 18
0, 7800, 8, 58, 52, 11011650, 9461100, 0.48, 75, 500, 32, 707, 300, 2, 33, 35
1, 504, 4, 6, 8, 788550, 913050, 0.48, 75, 500, 32, 31, 300, 2, 37, 33
0, 7800, 2, 58, 53, 9903975, 9136050, 0.48, 75, 500, 32, 655, 300, 2, 80, 73
0, 7800, 4, 58, 54, 10383825, 9415800, 0.48, 75, 500, 32, 676, 300, 2, 34, 31
0, 7800, 4, 57, 45, 10345950, 9128325, 0.48, 75, 500, 32, 666, 300, 2, 31, 27
1, 687, 2, 3, 10, 931050, 1314450, 0.48, 75, 500, 32, 48, 300, 2, 73, 66
1, 1299, 7, 14, 11, 1871175, 2002200, 0.48, 75, 500, 32, 97, 300, 2, 43, 47
1, 472, 4, 5, 6, 1115925, 1167000, 0.48, 75, 500, 32, 35, 300, 2, 44, 40
0, 7800, 4, 60, 61, 10327800, 9295800, 0.48, 75, 500, 32, 683, 300, 2, 60, 66
1, 1294, 4, 7, 10, 1463700, 1994175, 0.48, 75, 500, 32, 90, 300, 2, 15, 11
1, 788, 1, 5, 4, 1423125, 1549050, 0.48, 75, 500, 32, 64, 300, 2, 62, 70
1, 683, 4, 7, 10, 1338900, 1434000, 0.48, 75, 500, 32, 50, 300, 2, 55, 65
1, 816, 2, 3, 7, 1224975, 1520625, 0.48, 75, 500, 32, 60, 300, 2, 45, 37
1, 1144, 5, 6, 8, 1943775, 2155050, 0.48, 75, 500, 32, 87, 300, 2, 37, 35
0, 7800, 4, 46, 52, 10387425, 9403950, 0.48, 75, 500, 32, 697, 300, 2, 61, 47
0, 7800, 5, 57, 44, 9931125, 9349050, 0.48, 75, 500, 32, 686, 300, 2, 30, 24
0, 7800, 3, 50, 55, 9612675, 9097875, 0.48, 75, 500, 32, 671, 300, 2, 19, 22
1, 726, 5, 8, 12, 1189650, 1402800, 0.48, 75, 500, 32, 54, 300, 2, 48, 65
1, 707, 1, 5, 4, 853050, 1190100, 0.48, 75, 500, 32, 53, 300, 2, 33, 18
1, 779, 3, 7, 8, 1307625, 1389975, 0.48, 75, 500, 32, 59, 300, 2, 51, 73
0, 7800, 6, 71, 54, 10226400, 9512100, 0.48, 75, 500, 32, 674, 300, 2, 54, 47
0, 7800, 6, 72, 50, 10274400, 9446925, 0.48, 75, 500, 32, 680, 300, 2, 41, 39
1, 737, 6, 8, 11, 1010100, 1268550, 0.48, 75, 500, 32, 51, 300, 2, 62, 62
1, 2508, 3, 22, 16, 3215100, 3433950, 0.48, 75, 500, 32, 187, 300, 2, 34, 31
1, 483, 4, 5, 7, 771900, 922950, 0.48, 75, 500, 32, 31, 300, 2, 24, 22
1, 1775, 6, 14, 26, 2261625, 2572650, 0.48, 75, 500, 32, 136, 300, 2, 51, 52
1, 656, 4, 6, 6, 1175850, 1256175, 0.48, 75, 500, 32, 45, 300, 2, 66, 55
1, 1503, 10, 13, 14, 2008050, 2466375, 0.48, 75, 500, 32, 105, 300, 2, 64, 49
1, 1465, 5, 11, 15, 2201475, 2474925, 0.48, 75, 500, 32, 112, 300, 2, 25, 27
1, 674, 2, 4, 8, 1110225, 1287525, 0.48, 75, 500, 32, 44, 300, 2, 45, 46
0, 7800, 7, 57, 48, 10324200, 9805125, 0.48, 75, 500, 32, 650, 300, 2, 61, 48
1, 3702, 6, 34, 33, 4766550, 4917300, 0.48, 75, 500, 32, 283, 300, 2, 48, 50
1, 776, 5, 7, 10, 1344375, 1403775, 0.48, 75, 500, 32, 50, 300, 2, 52, 54
1, 877, 3, 5, 11, 1135275, 1416750, 0.48, 75, 500, 32, 61, 300, 2, 55, 53
0, 7412, 4, 38, 52, 10088925, 8171850, 0.48, 75, 500, 32, 653, 300, 2, 55, 53
1, 757, 6, 8, 11, 972525, 1264650, 0.48, 75, 500, 32, 56, 300, 2, 41, 41
1, 3524, 3, 25, 29, 4161150, 4603875, 0.48, 75, 500, 32, 269, 300, 2, 31, 38
1, 1110, 5, 9, 11, 1404900, 1745850, 0.48, 75, 500, 32, 81, 300, 2, 75, 69
0, 7078, 7, 68, 31, 9168375, 7272300, 0.48, 75, 500, 32, 557, 300, 2, 26, 16
1, 4316, 4, 35, 40, 5901300, 5943300, 0.48, 75, 500, 32, 322, 300, 2, 67, 52
1, 1874, 7, 20, 18, 2833275, 2865825, 0.48, 75, 500, 32, 139, 300, 2, 41, 22
0, 7800, 6, 65, 48, 10048875, 9275325, 0.48, 75, 500, 32, 614, 300, 2, 59, 51
0, 7800, 7, 67, 44, 9994050, 9592125, 0.48, 75, 500, 32, 615, 300, 2, 30, 21
0, 7800, 6, 61, 49, 10025850, 9316875, 0.48, 75, 500, 32, 591, 300, 2, 34, 32
0, 7800, 5, 63, 60, 9768600, 9024150, 0.48, 75, 500, 32, 636, 300, 2, 10, 11
0, 7800, 8, 51, 67, 10019775, 9315075, 0.48, 75, 500, 32, 620, 300, 2, 26, 28
0, 7800, 5, 52, 56, 10208400, 9152925, 0.48, 75, 500, 32, 624, 300, 2, 48, 47
0, 7800, 9, 68, 49, 10159425, 9183600, 0.48, 75, 500, 32, 600, 300, 2, 66, 60
0, 7800, 6, 55, 47, 10303950, 9281625, 0.48, 75, 500, 32, 625, 300, 2, 31, 30
