win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
0, 407, 5, 7, 6, 839625, 761850, 0.4, 75, 500, 32, 24, 300, 5, 33, 21
0, 416, 0, 1, 2, 920550, 907050, 0.4, 75, 500, 32, 28, 300, 5, 67, 32
0, 446, 3, 4, 4, 1020150, 465225, 0.4, 75, 500, 32, 32, 300, 5, 50, 31
0, 618, 6, 8, 7, 987750, 672750, 0.4, 75, 500, 32, 43, 300, 5, 48, 24
0, 687, 4, 5, 7, 1653675, 1549275, 0.4, 75, 500, 32, 57, 300, 5, 43, 30
0, 736, 2, 3, 5, 1094850, 1000050, 0.4, 75, 500, 32, 60, 300, 5, 62, 25
0, 1049, 4, 10, 8, 1957425, 1416300, 0.4, 75, 500, 32, 80, 300, 5, 52, 42
0, 986, 11, 19, 12, 1959900, 1364850, 0.4, 75, 500, 32, 75, 300, 5, 65, 54
0, 965, 7, 11, 9, 1952700, 1413750, 0.4, 75, 500, 32, 73, 300, 5, 62, 30
0, 1010, 8, 12, 9, 2110500, 1371375, 0.4, 75, 500, 32, 76, 300, 5, 23, 14
0, 1051, 3, 8, 5, 1969725, 1253850, 0.4, 75, 500, 32, 79, 300, 5, 14, 4
0, 1249, 8, 11, 10, 2638200, 2265225, 0.4, 75, 500, 32, 86, 300, 5, 51, 26
0, 1312, 3, 12, 12, 2192100, 1714500, 0.4, 75, 500, 32, 98, 300, 5, 46, 32
0, 1350, 4, 10, 8, 2200950, 1399200, 0.4, 75, 500, 32, 106, 300, 5, 45, 40
0, 1336, 10, 16, 20, 2178300, 1530150, 0.4, 75, 500, 32, 105, 300, 5, 32, 28
0, 1342, 9, 14, 11, 2470575, 1855275, 0.4, 75, 500, 32, 105, 300, 5, 47, 34
0, 1372, 5, 11, 9, 2331450, 1696875, 0.4, 75, 500, 32, 113, 300, 5, 80, 46
0, 1500, 7, 16, 11, 2623350, 1690200, 0.4, 75, 500, 32, 117, 300, 5, 41, 29
0, 468, 1, 2, 2, 815325, 322125, 0.4, 75, 500, 32, 31, 300, 5, 36, 29
0, 971, 6, 7, 7, 2284050, 2039100, 0.4, 75, 500, 32, 71, 300, 5, 42, 33
0, 1820, 6, 19, 19, 2598900, 2081325, 0.4, 75, 500, 32, 132, 300, 5, 85, 52
0, 1339, 4, 11, 11, 2096475, 1341075, 0.4, 75, 500, 32, 93, 300, 5, 6, 12
1, 958, 2, 5, 11, 1292850, 1536150, 0.4, 75, 500, 32, 64, 300, 5, 50, 38
0, 1712, 7, 15, 14, 3106425, 2695050, 0.4, 75, 500, 32, 138, 300, 5, 52, 39
0, 1673, 7, 17, 17, 2907900, 2157675, 0.4, 75, 500, 32, 131, 300, 5, 42, 30
0, 1660, 7, 17, 17, 2762100, 2077725, 0.4, 75, 500, 32, 128, 300, 5, 34, 17
0, 1257, 5, 14, 9, 2293650, 1361175, 0.4, 75, 500, 32, 98, 300, 5, 24, 18
0, 1698, 5, 17, 15, 2722200, 1981725, 0.4, 75, 500, 32, 134, 300, 5, 57, 34
0, 1827, 5, 18, 12, 2259675, 1703475, 0.4, 75, 500, 32, 136, 300, 5, 62, 42
0, 1052, 13, 15, 14, 2104875, 1784400, 0.4, 75, 500, 32, 73, 300, 5, 40, 25
0, 1598, 5, 8, 12, 2378550, 1962075, 0.4, 75, 500, 32, 126, 300, 5, 15, 14
0, 691, 6, 7, 7, 1624725, 947925, 0.4, 75, 500, 32, 52, 300, 5, 54, 36
0, 942, 8, 13, 11, 1731375, 1418775, 0.4, 75, 500, 32, 64, 300, 5, 11, 5
0, 368, 3, 4, 4, 951750, 402375, 0.4, 75, 500, 32, 28, 300, 5, 21, 11
0, 1173, 10, 17, 12, 2055675, 1432200, 0.4, 75, 500, 32, 83, 300, 5, 12, 10
0, 969, 5, 18, 9, 1576650, 1038225, 0.4, 75, 500, 32, 67, 300, 5, 61, 28
0, 945, 2, 11, 10, 1743075, 1241625, 0.4, 75, 500, 32, 72, 300, 5, 16, 12
0, 1058, 6, 9, 11, 1954575, 1572300, 0.4, 75, 500, 32, 76, 300, 5, 30, 25
0, 825, 3, 8, 5, 1617075, 927975, 0.4, 75, 500, 32, 58, 300, 5, 28, 19
0, 1201, 10, 15, 15, 2138175, 1397175, 0.4, 75, 500, 32, 98, 300, 5, 28, 23
0, 1965, 6, 17, 19, 3367425, 2691000, 0.4, 75, 500, 32, 149, 300, 5, 65, 38
0, 879, 5, 7, 6, 1564200, 773850, 0.4, 75, 500, 32, 70, 300, 5, 6, 6
0, 1048, 6, 13, 12, 1733850, 1188975, 0.4, 75, 500, 32, 78, 300, 5, 80, 60
0, 1581, 6, 10, 10, 2395275, 1539675, 0.4, 75, 500, 32, 126, 300, 5, 23, 18
0, 1300, 8, 13, 12, 2279400, 1883550, 0.4, 75, 500, 32, 98, 300, 5, 12, 5
0, 559, 6, 10, 8, 1178925, 994425, 0.4, 75, 500, 32, 41, 300, 5, 28, 25
0, 1045, 6, 9, 11, 1790400, 1135575, 0.4, 75, 500, 32, 76, 300, 5, 62, 36
0, 610, 0, 1, 1, 1239600, 9675, 0.4, 75, 500, 32, 38, 300, 5, 73, 56
0, 1717, 7, 12, 12, 2737500, 1833375, 0.4, 75, 500, 32, 130, 300, 5, 60, 37
0, 512, 4, 5, 5, 1026525, 728550, 0.4, 75, 500, 32, 36, 300, 5, 50, 35
0, 1123, 7, 12, 9, 1887525, 1175250, 0.4, 75, 500, 32, 84, 300, 5, 58, 38
0, 736, 4, 5, 5, 1626225, 955875, 0.4, 75, 500, 32, 55, 300, 5, 59, 55
0, 1149, 5, 13, 8, 2176200, 1631775, 0.4, 75, 500, 32, 94, 300, 5, 11, 2
