win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs
0, 8500, 96, 144, 135, 373241, 348921, 0.48, 50, 100, 1, 4, 5000, 10
0, 8500, 105, 145, 140, 348097, 327017, 0.48, 50, 100, 1, 4, 5000, 10
1, 6089, 100, 111, 113, 273634, 278987, 0.48, 50, 100, 1, 2, 5000, 10
1, 6004, 97, 108, 114, 250038, 264919, 0.48, 50, 100, 1, 2, 5000, 10
1, 8136, 96, 136, 138, 307214, 308109, 0.48, 50, 100, 1, 4, 5000, 10
1, 7106, 109, 130, 131, 304973, 305499, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 94, 134, 122, 345706, 314812, 0.48, 50, 100, 1, 4, 5000, 10
1, 6344, 96, 107, 114, 266512, 282170, 0.48, 50, 100, 1, 2, 5000, 10
1, 6456, 74, 85, 89, 310053, 322666, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 96, 155, 130, 348092, 294659, 0.48, 50, 100, 1, 5, 5000, 10
1, 6256, 82, 93, 103, 275442, 301830, 0.48, 50, 100, 1, 2, 5000, 10
1, 6212, 113, 124, 127, 267523, 276617, 0.48, 50, 100, 1, 2, 5000, 10
1, 7113, 116, 136, 137, 335987, 336346, 0.48, 50, 100, 1, 3, 5000, 10
1, 6326, 93, 103, 106, 289201, 295595, 0.48, 50, 100, 1, 2, 5000, 10
1, 6194, 95, 106, 108, 272036, 277057, 0.48, 50, 100, 1, 2, 5000, 10
1, 6751, 75, 87, 89, 269877, 275888, 0.48, 50, 100, 1, 3, 5000, 10
1, 5907, 102, 113, 114, 286480, 288362, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 101, 145, 139, 347482, 330889, 0.48, 50, 100, 1, 4, 5000, 10
1, 6619, 103, 114, 125, 248609, 273947, 0.48, 50, 100, 1, 3, 5000, 10
1, 6778, 98, 110, 110, 306387, 307374, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 127, 172, 161, 321504, 293067, 0.48, 50, 100, 1, 5, 5000, 10
0, 8500, 101, 144, 125, 373627, 319964, 0.48, 50, 100, 1, 6, 5000, 10
0, 8500, 87, 136, 131, 288786, 275322, 0.48, 50, 100, 1, 5, 5000, 10
1, 6127, 96, 107, 110, 240972, 248650, 0.48, 50, 100, 1, 3, 5000, 10
1, 6311, 100, 111, 114, 258456, 265973, 0.48, 50, 100, 1, 3, 5000, 10
1, 6205, 89, 101, 101, 289654, 290997, 0.48, 50, 100, 1, 3, 5000, 10
1, 6110, 92, 108, 109, 231532, 232789, 0.48, 50, 100, 1, 2, 5000, 10
1, 6602, 106, 118, 123, 286767, 298864, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 86, 128, 124, 353141, 336616, 0.48, 50, 100, 1, 5, 5000, 10
0, 8500, 95, 153, 136, 294719, 262155, 0.48, 50, 100, 1, 5, 5000, 10
1, 6055, 97, 108, 109, 306904, 307789, 0.48, 50, 100, 1, 2, 5000, 10
1, 6347, 90, 101, 108, 291076, 310317, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 100, 149, 135, 413618, 369503, 0.48, 50, 100, 1, 4, 5000, 10
0, 8500, 103, 144, 143, 379363, 366359, 0.48, 50, 100, 1, 4, 5000, 10
1, 8316, 92, 128, 131, 339468, 341126, 0.48, 50, 100, 1, 4, 5000, 10
1, 6062, 113, 124, 125, 269269, 271776, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 112, 153, 153, 332759, 324492, 0.48, 50, 100, 1, 5, 5000, 10
1, 6008, 94, 105, 105, 245527, 245892, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 106, 154, 134, 381300, 327874, 0.48, 50, 100, 1, 4, 5000, 10
1, 6023, 100, 111, 111, 239698, 240242, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 109, 153, 143, 337371, 311720, 0.48, 50, 100, 1, 5, 5000, 10
1, 6832, 107, 122, 123, 368557, 370612, 0.48, 50, 100, 1, 3, 5000, 10
1, 6297, 89, 100, 100, 222612, 223354, 0.48, 50, 100, 1, 2, 5000, 10
1, 6280, 88, 100, 101, 307852, 310462, 0.48, 50, 100, 1, 2, 5000, 10
1, 5780, 94, 104, 105, 253845, 255320, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 93, 126, 124, 379895, 367041, 0.48, 50, 100, 1, 4, 5000, 10
1, 5951, 98, 109, 113, 225677, 233939, 0.48, 50, 100, 1, 2, 5000, 10
1, 6334, 95, 115, 116, 266563, 267414, 0.48, 50, 100, 1, 3, 5000, 10
1, 6734, 106, 117, 122, 267693, 278988, 0.48, 50, 100, 1, 3, 5000, 10
1, 6542, 93, 104, 105, 259689, 261278, 0.48, 50, 100, 1, 3, 5000, 10
1, 6088, 107, 118, 119, 258476, 261504, 0.48, 50, 100, 1, 2, 5000, 10
0, 8500, 105, 152, 136, 336302, 300115, 0.48, 50, 100, 1, 4, 5000, 10
1, 5877, 97, 108, 109, 261236, 262948, 0.48, 50, 100, 1, 2, 5000, 10
1, 6373, 98, 111, 112, 289656, 291597, 0.48, 50, 100, 1, 3, 5000, 10
0, 8500, 108, 155, 149, 321392, 307265, 0.48, 50, 100, 1, 4, 5000, 10
1, 7167, 99, 111, 112, 357305, 357547, 0.48, 50, 100, 1, 3, 5000, 10
1, 5791, 101, 112, 113, 282096, 284365, 0.48, 50, 100, 1, 2, 5000, 10
1, 6335, 110, 125, 126, 298914, 302459, 0.48, 50, 100, 1, 3, 5000, 10
1, 6582, 89, 101, 104, 287547, 296324, 0.48, 50, 100, 1, 3, 5000, 10
1, 6405, 111, 122, 127, 304208, 317515, 0.48, 50, 100, 1, 3, 5000, 10
