win,ticks_elapsed,atk_start_h,pub_h,priv_h,pub_cw,priv_cw,atk_q,block_target,daa2_n_blocks,n_chains,ms_elapsed,atk_start_t,doublespend_after_n_confs,honest_hr_target_chain,attacker_hr_target_chain
1, 742, 3, 4, 7, 1200225, 1551750, 0.44, 75, 500, 32, 61, 300, 2, 12, 14
1, 1189, 2, 12, 10, 1551900, 1720725, 0.44, 75, 500, 32, 82, 300, 2, 62, 47
1, 1243, 4, 6, 9, 1401000, 2142900, 0.44, 75, 500, 32, 98, 300, 2, 80, 59
0, 3694, 6, 30, 24, 5446200, 3448350, 0.44, 75, 500, 32, 286, 300, 2, 70, 58
0, 4097, 4, 27, 21, 6278925, 4355100, 0.44, 75, 500, 32, 329, 300, 2, 25, 17
0, 4199, 4, 35, 21, 6170625, 4298625, 0.44, 75, 500, 32, 335, 300, 2, 23, 13
0, 4564, 2, 31, 25, 6593100, 4759050, 0.44, 75, 500, 32, 364, 300, 2, 9, 8
0, 4836, 5, 29, 32, 7474275, 5633025, 0.44, 75, 500, 32, 408, 300, 2, 18, 17
0, 5117, 10, 57, 29, 7498050, 5597250, 0.44, 75, 500, 32, 423, 300, 2, 65, 37
0, 5381, 10, 41, 35, 7901625, 5996700, 0.44, 75, 500, 32, 443, 300, 2, 15, 7
0, 5497, 3, 41, 26, 8384700, 6505350, 0.44, 75, 500, 32, 451, 300, 2, 23, 12
0, 5492, 6, 30, 40, 7919400, 5966775, 0.44, 75, 500, 32, 453, 300, 2, 16, 17
0, 4456, 3, 27, 25, 6876750, 4594800, 0.44, 75, 500, 32, 384, 300, 2, 26, 23
0, 5673, 9, 47, 41, 8473800, 6646800, 0.44, 75, 500, 32, 471, 300, 2, 8, 8
0, 6112, 4, 43, 33, 8283675, 6355650, 0.44, 75, 500, 32, 488, 300, 2, 42, 26
1, 584, 3, 4, 6, 1125900, 1668825, 0.44, 75, 500, 32, 43, 300, 2, 41, 38
0, 6074, 5, 42, 50, 7924125, 5943750, 0.44, 75, 500, 32, 489, 300, 2, 9, 11
0, 5946, 7, 42, 40, 8046600, 6163800, 0.44, 75, 500, 32, 499, 300, 2, 46, 43
0, 6214, 4, 49, 54, 8871375, 7039575, 0.44, 75, 500, 32, 521, 300, 2, 57, 67
0, 6339, 6, 52, 37, 9349350, 7535775, 0.44, 75, 500, 32, 537, 300, 2, 59, 47
0, 6689, 3, 65, 49, 9450525, 7615125, 0.44, 75, 500, 32, 547, 300, 2, 28, 27
0, 6863, 3, 53, 40, 9244875, 7361475, 0.44, 75, 500, 32, 551, 300, 2, 8, 6
0, 6014, 7, 44, 33, 8274225, 6450450, 0.44, 75, 500, 32, 491, 300, 2, 45, 43
0, 6812, 7, 69, 46, 9799125, 7941750, 0.44, 75, 500, 32, 565, 300, 2, 67, 44
0, 6975, 10, 54, 52, 10403100, 8510400, 0.44, 75, 500, 32, 584, 300, 2, 24, 26
0, 7800, 3, 53, 55, 9889125, 8796525, 0.44, 75, 500, 32, 636, 300, 2, 55, 48
0, 7800, 5, 63, 38, 10654425, 9114150, 0.44, 75, 500, 32, 650, 300, 2, 68, 49
0, 4086, 6, 34, 33, 5854800, 4049550, 0.44, 75, 500, 32, 342, 300, 2, 37, 41
0, 2558, 4, 17, 8, 4013700, 2183775, 0.44, 75, 500, 32, 206, 300, 2, 72, 58
0, 7397, 3, 50, 49, 10281525, 8090250, 0.44, 75, 500, 32, 618, 300, 2, 14, 9
0, 5628, 6, 41, 45, 8300700, 6383250, 0.44, 75, 500, 32, 465, 300, 2, 63, 55
0, 5141, 6, 44, 34, 7350375, 5540850, 0.44, 75, 500, 32, 385, 300, 2, 18, 10
0, 4858, 1, 48, 26, 6689775, 4768125, 0.44, 75, 500, 32, 377, 300, 2, 56, 38
0, 5255, 3, 35, 24, 7275900, 5461650, 0.44, 75, 500, 32, 402, 300, 2, 48, 35
0, 5992, 5, 33, 52, 8397750, 6570900, 0.44, 75, 500, 32, 500, 300, 2, 11, 14
0, 4947, 4, 44, 28, 7049025, 5225400, 0.44, 75, 500, 32, 392, 300, 2, 10, 8
0, 3181, 6, 26, 23, 4562100, 2760150, 0.44, 75, 500, 32, 243, 300, 2, 43, 43
0, 4963, 6, 47, 37, 7141050, 5217750, 0.44, 75, 500, 32, 392, 300, 2, 63, 42
0, 6296, 3, 36, 33, 9011475, 7086600, 0.44, 75, 500, 32, 494, 300, 2, 21, 14
0, 7290, 3, 45, 57, 9666075, 7846875, 0.44, 75, 500, 32, 599, 300, 2, 42, 36
0, 5573, 12, 40, 42, 8684775, 6757500, 0.44, 75, 500, 32, 447, 300, 2, 70, 52
0, 4940, 2, 29, 28, 7197675, 4993050, 0.44, 75, 500, 32, 396, 300, 2, 43, 30
0, 5809, 4, 45, 32, 8367000, 6520650, 0.44, 75, 500, 32, 473, 300, 2, 51, 44
0, 6093, 4, 32, 48, 8622150, 6665700, 0.44, 75, 500, 32, 501, 300, 2, 8, 11
0, 3920, 4, 26, 20, 6018900, 3863850, 0.44, 75, 500, 32, 334, 300, 2, 80, 52
0, 5566, 8, 41, 47, 7958850, 6022275, 0.44, 75, 500, 32, 459, 300, 2, 55, 47
0, 5704, 3, 51, 23, 7433025, 5613450, 0.44, 75, 500, 32, 455, 300, 2, 18, 8
0, 5358, 4, 41, 36, 8075850, 6137850, 0.44, 75, 500, 32, 458, 300, 2, 48, 49
0, 5619, 12, 44, 47, 8462850, 6589875, 0.44, 75, 500, 32, 477, 300, 2, 53, 58
0, 4828, 7, 38, 32, 6845475, 4890675, 0.44, 75, 500, 32, 407, 300, 2, 45, 37
0, 6309, 6, 49, 38, 9070200, 7001550, 0.44, 75, 500, 32, 547, 300, 2, 55, 39
0, 7045, 6, 56, 46, 9368025, 7512750, 0.44, 75, 500, 32, 609, 300, 2, 54, 44
0, 4849, 3, 44, 25, 7045425, 5230875, 0.44, 75, 500, 32, 430, 300, 2, 49, 41
