,kls=results&ty=por&q=0.48&ds=5&daa=500&scale=1,kls=results&ty=por&q=0.48&ds=10&daa=500&scale=2,kls=results&ty=por&q=0.48&ds=20&daa=500&scale=4,kls=results&ty=trad&q=0.48&ds=5&daa=500&scale=1,kls=analytical&ty=trad&q=0.48&ds=5&daa=0&scale=1
17.8,,,,,0.5939428921786183
18.0,,0.5131111111111111,,,0.5918713822040464
18.2,,,,,0.5898146766207596
18.4,,,,,0.5877725442656057
18.6,,,,,0.5857447601099559
18.8,,,,,0.5837311050310034
19.0,0.4678888888888889,,,0.5111224489795918,0.5817313655939584
19.2,,,,,0.579745333844507
19.4,,,,,0.5777728071109518
19.6,,,,,0.5758135878154838
19.8,,,,,0.5738674832940751
20.0,,,0.5435555555555556,,0.5719343056245177
20.2,,,,,0.5700138714621581
20.4,,,,,0.5681060018829123
20.6,,,,,0.5662105222331693
20.8,,,,,0.5643272619862167
21.0,0.44477777777777777,,,0.49857142857142855,0.5624560546048447
21.2,,,,,0.5605967374098046
21.4,,,,,0.5587491514538216
21.6,,,,,0.556913141400875
21.8,,,,,0.5550885554104801
22.0,,0.48088888888888887,,,0.5532752450267192
22.2,,,,,0.5514730650717867
22.4,,,,,0.5496818735438227
22.6,,,,,0.5479015315188281
22.8,,,,,0.5461319030564618
23.0,,,,,0.5443728551095336
23.2,,,,,0.542624257437017
23.4,,,,,0.5408859825204155
23.6,,,,,0.5391579054833247
23.8,,,,,0.5374399040140434
24.0,,,0.49522222222222223,,0.5357318582910916
24.2,,,,,0.534033650911504
24.4,,,,,0.5323451668217725
24.6,,,,,0.5306662932513189
24.8,,,,,0.5289969196483859
25.0,,,,,0.5273369376182384
25.2,,,,,0.5256862408635747
25.4,,,,,0.5240447251270515
25.6,,,,,0.5224122881358298
25.8,,,,,0.52078882954806
26.0,,0.43755555555555553,,,0.5191742509012167
26.2,,,,,0.5175684555622123
26.4,,,,,0.5159713486792101
26.6,,,,,0.5143828371350692
26.8,,,,,0.5128028295023523
27.0,,,,,0.511231235999835
27.2,,,,,0.5096679684504509
27.4,,,,,0.5081129402406213
27.6,,,,,0.506566066280908
27.8,,,,,0.5050272629679409
28.0,,,0.4696666666666667,,0.5034964481475686
28.2,,,,,0.5019735410791824
28.4,,,,,0.5004584624011734
28.6,,,,,0.49895113409747216
28.8,,,,,0.49745147946513524
29.0,,,,,0.4959594230829354
29.2,,,,,0.49447489078091955
29.4,,,,,0.49299780961089623
29.6,,,,,0.4915281078178204
29.8,,,,,0.49006571481203975
30.0,0.3661111111111111,0.401,,0.40418367346938777,0.48861056114237367
30.2,,,,,0.48716257846999167
30.4,,,,,0.48572169954306466
30.6,,,,,0.4842878581721597
30.8,,,,,0.48286098920635245
31.0,,,,,0.4814410285100317
34.0,,0.3801111111111111,,,
36.0,,,0.41355555555555557,,
38.0,,0.35777777777777775,,,
42.0,,0.3422222222222222,,0.317,
44.0,,,0.3615555555555556,,
52.0,,,0.3293333333333333,,
60.0,,0.2578888888888889,0.2962222222222222,0.217,
68.0,,,0.2677777777777778,,
76.0,,,0.2451111111111111,,
84.0,,,0.22633333333333333,,
120.0,,,0.15511111111111112,,
