,kls=results&ty=por&q=0.4&ds=1.25&daa=100&scale=0.125,kls=results&ty=por&q=0.4&ds=2.5&daa=100&scale=0.25,kls=results&ty=por&q=0.4&ds=5&daa=100&scale=0.5,kls=results&ty=por&q=0.4&ds=10&daa=100&scale=1,kls=results&ty=por&q=0.4&ds=20&daa=100&scale=2,kls=results&ty=trad&q=0.4&ds=10&daa=100&scale=1,kls=analytical&ty=trad&q=0.4&ds=10.0&daa=0&scale=1
9.5,,,0.014555555555555556,,,,0.005413464461432871
9.6,,,,,,,0.005174249158863664
9.7,,,,,,,0.004945798544910063
9.8,,,,,,,0.0047276164327795245
9.9,,,,,,,0.004519230252214013
10.0,,,,,0.0067777777777777775,,0.00432018987611027
10.5,,0.011444444444444445,0.013777777777777778,,,,0.00345085633961828
11.0,,,,0.007,,0.0,0.0027587628763555694
11.5,,,,,,,0.002207172587041506
12.0,,,,,0.003,,0.00176712394987244
12.5,,,,,,,0.001415740909477048
13.0,,,,0.006333333333333333,,0.00011111111111111112,0.0011349227686801022
13.5,,,,,,,0.0009103248881473514
14.0,,,,,0.0013333333333333333,,0.0007305631342682251
14.5,,,,,,,0.0005865912152678288
15.0,,0.006222222222222222,0.008555555555555556,0.0032222222222222222,,0.0,0.0004712121112164791
15.5,,,,,,,0.00037869385764488506
16.0,,,,,,,0.00030446678158646545
16.5,,,,,,,0.00024488448520232353
17.0,,,,0.0023333333333333335,,0.0,0.00019703484089261813
17.5,,,,,,,0.0001585903070453476
18.0,,,,,0.0003333333333333333,,0.00012768921994310567
18.5,,,,,,,0.0001028415319578313
19.0,,,,0.0022222222222222222,,0.0,8.285387424999957e-05
19.5,,,,,,,6.676991812837318e-05
20.0,,,,,,,5.382286455679619e-05
21.0,,,,0.0016666666666666668,,0.0,3.500026559533076e-05
22.0,,,,,0.0005555555555555556,,
22.5,,,0.0044444444444444444,,,,
26.0,,,,,0.0003333333333333333,,
30.0,,,0.003,0.001,0.00011111111111111112,0.0,
34.0,,,,,0.00011111111111111112,,
38.0,,,,,0.00011111111111111112,,
42.0,,,,,0.0,,
60.0,,,,,0.00011111111111111112,,
