,kls=results&ty=por&q=0.4&ds=5&daa=100&scale=0.5,kls=results&ty=por&q=0.4&ds=10&daa=100&scale=1,kls=results&ty=por&q=0.4&ds=20&daa=100&scale=2,kls=results&ty=trad&q=0.4&ds=10&daa=100&scale=1,kls=analytical&ty=trad&q=0.4&ds=10.0&daa=0&scale=1
14.7,,,,,0.0005373586529514585
14.8,,,,,0.0005143284189099706
14.9,,,,,0.0004922940868811176
15.0,0.008555555555555556,0.0032222222222222222,,0.0,0.0004712121112164791
15.1,,,,,0.0004510408769005103
15.2,,,,,0.0004317406124371148
15.3,,,,,0.0004132733067557792
15.4,,,,,0.0003956026299470894
15.5,,,,,0.00037869385764488506
15.6,,,,,0.00036251379888452284
15.7,,,,,0.00034703072727071405
15.8,,,,,0.00033221431530094936
15.9,,,,,0.0003180355716944083
16.0,,,,,0.00030446678158646545
16.1,,,,,0.0002914814494531237
16.2,,,,,0.00027905424463881
16.3,,,,,0.000267160949364631
16.4,,,,,0.0002557784091022919
16.5,,,,,0.00024488448520232353
16.6,,,,,0.00023445800967347719
16.7,,,,,0.00022447874201059204
16.8,,,,,0.00021492732797923075
16.9,,,,,0.00020578526026360233
17.0,,0.0023333333333333335,,0.0,0.00019703484089261813
17.1,,,,,0.00018865914536303485
17.2,,,,,0.00018064198837886014
17.3,,,,,0.00017296789113530053
17.4,,,,,0.000165622050074532
17.5,,,,,0.0001585903070453476
17.6,,,,,0.00015185912080384334
17.7,,,,,0.00014541553979274813
17.8,,,,,0.00013924717614000048
17.9,,,,,0.00013334218082305949
18.0,,,0.0003333333333333333,,0.00012768921994310567
18.1,,,,,0.00012227745206072616
18.2,,,,,0.000117096506543235
18.3,,,,,0.00011213646287855372
18.4,,,,,0.000107387830911021
18.5,,,,,0.0001028415319578313
18.6,,,,,9.848888076546825e-05
18.7,,,,,9.432156826894023e-05
18.8,,,,,9.033164511729197e-05
18.9,,,,,8.651150592953183e-05
19.0,,0.0022222222222222222,,0.0,8.285387424999957e-05
19.1,,,,,7.935178817031208e-05
19.2,,,,,7.599858658791092e-05
19.3,,,,,7.278789607279013e-05
19.4,,,,,6.971361831520362e-05
19.5,,,,,6.676991812837318e-05
19.6,,,,,6.395121198032871e-05
19.7,,,,,6.125215703189912e-05
19.8,,,,,5.866764065909358e-05
19.9,,,,,5.61927704353371e-05
20.0,,,,,5.382286455679619e-05
20.1,,,,,5.1553442687479745e-05
20.2,,,,,4.938021720779506e-05
20.3,,,,,4.729908484757406e-05
20.4,,,,,4.530611868580614e-05
20.5,,,,,4.339756050264487e-05
20.6,,,,,4.156981346592481e-05
20.7,,,,,3.9819435138754855e-05
20.8,,,,,3.814313079297804e-05
20.9,,,,,3.6537747015730204e-05
21.0,,0.0016666666666666668,,0.0,3.500026559533076e-05
21.1,,,,,3.352779767495928e-05
22.0,,,0.0005555555555555556,,
22.5,0.0044444444444444444,,,,
26.0,,,0.0003333333333333333,,
30.0,0.003,0.001,0.00011111111111111112,0.0,
34.0,,,0.00011111111111111112,,
38.0,,,0.00011111111111111112,,
42.0,,,0.0,,
60.0,,,0.00011111111111111112,,
