100.0,7.0,15.0
133.0,8.0,19.95
167.0,8.0,25.05
200.0,12.0,30.0
233.0,13.0,34.95
267.0,15.0,40.05
300.0,16.0,45.0
333.0,16.0,49.95
367.0,16.0,55.05
400.0,16.0,60.0
433.0,22.0,64.95
467.0,24.0,70.05
500.0,26.0,75.0
533.0,27.0,79.95
567.0,29.0,85.05
600.0,31.0,90.0
633.0,32.0,94.95
667.0,32.0,100.05
700.0,32.0,105.0
733.0,32.0,109.95
767.0,32.0,115.05
800.0,32.0,120.0
833.0,32.0,124.95
867.0,32.0,130.05
900.0,32.0,135.0
933.0,32.0,139.95
967.0,45.0,145.05
1000.0,46.0,150.0
1033.0,48.0,154.95
1067.0,49.0,160.05
1100.0,51.0,165.0
1133.0,52.0,169.95
1167.0,54.0,175.05
1200.0,56.0,180.0
1233.0,57.0,184.95
1267.0,59.0,190.05
1300.0,60.0,195.0
1333.0,62.0,199.95
1367.0,63.0,205.05
1400.0,64.0,210.0
1433.0,64.0,214.95
1467.0,64.0,220.05
1500.0,64.0,225.0
1533.0,64.0,229.95
1567.0,64.0,235.05
1600.0,64.0,240.0
1633.0,64.0,244.95
1667.0,64.0,250.05
1700.0,64.0,255.0
1733.0,64.0,259.95
1767.0,64.0,265.05
1800.0,64.0,270.0
1833.0,64.0,274.95
1867.0,64.0,280.05
1900.0,64.0,285.0
1933.0,64.0,289.95
1967.0,64.0,295.05
2000.0,64.0,300.0
2033.0,64.0,304.95
2067.0,64.0,310.05
2100.0,64.0,315.0
2133.0,64.0,319.95
2167.0,91.0,325.05
2200.0,93.0,330.0
2233.0,94.0,334.95
2267.0,96.0,340.05
2300.0,97.0,345.0
2333.0,98.0,349.95
2367.0,100.0,355.05
2400.0,101.0,360.0
2433.0,103.0,364.95
2467.0,104.0,370.05
2500.0,105.0,375.0
2533.0,107.0,379.95
2567.0,108.0,385.05
2600.0,110.0,390.0
2633.0,111.0,394.95
2667.0,112.0,400.05
2700.0,114.0,405.0
2733.0,115.0,409.95
2767.0,117.0,415.05
2800.0,118.0,420.0
2833.0,119.0,424.95
2867.0,121.0,430.05
2900.0,122.0,435.0
2933.0,124.0,439.95
2967.0,125.0,445.05
3000.0,126.0,450.0
3033.0,128.0,454.95
3067.0,128.0,460.05
3100.0,128.0,465.0
3133.0,128.0,469.95
3167.0,128.0,475.05
3200.0,128.0,480.0
3233.0,128.0,484.95
3267.0,128.0,490.05
3300.0,128.0,495.0
3333.0,128.0,499.95
3367.0,128.0,505.05
3400.0,128.0,510.0
3433.0,128.0,514.95
3467.0,128.0,520.05
3500.0,128.0,525.0
3533.0,128.0,529.95
3567.0,128.0,535.05
3600.0,128.0,540.0
3633.0,128.0,544.95
3667.0,128.0,550.05
3700.0,128.0,555.0
3733.0,128.0,559.95
3767.0,128.0,565.05
3800.0,128.0,570.0
3833.0,128.0,574.95
3867.0,128.0,580.05
3900.0,128.0,585.0
3933.0,128.0,589.95
3967.0,128.0,595.05
4000.0,128.0,600.0
4033.0,128.0,604.95
4067.0,128.0,610.05
4100.0,128.0,615.0
4133.0,128.0,619.95
4167.0,128.0,625.05
4200.0,128.0,630.0
4233.0,128.0,634.95
4267.0,128.0,640.05
4300.0,128.0,645.0
4333.0,128.0,649.95
4367.0,128.0,655.05
4400.0,128.0,660.0
4433.0,128.0,664.95
4467.0,128.0,670.05
4500.0,128.0,675.0
4533.0,128.0,679.95
4567.0,128.0,685.05
4600.0,128.0,690.0
4633.0,128.0,694.95
4667.0,128.0,700.05
4700.0,182.0,705.0
4733.0,183.0,709.95
4767.0,184.0,715.05
4800.0,186.0,720.0
4833.0,187.0,724.95
4867.0,188.0,730.05
4900.0,189.0,735.0
4933.0,191.0,739.95
4967.0,192.0,745.05
5000.0,193.0,750.0
5033.0,195.0,754.95
5067.0,196.0,760.05
5100.0,197.0,765.0
5133.0,198.0,769.95
5167.0,200.0,775.05
5200.0,201.0,780.0
5233.0,202.0,784.95
